cases/pglib-opf/pglib_opf_case1888_rte.m
ipopt
ACT
[warn | PowerModels]: active generators found at bus 14, updating to bus type from 1 to 2
[info | PowerModels]: removing 1 cost terms from generator 11: [2334.7606, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 271: [4486.1896, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 277: [12238.500399999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [2299.3552999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [3566.0132, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [10313.4064, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [2942.9072, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [4165.2275, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 36: [12091.811300000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 95: [4543.6313, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [3207.935, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 294: [2202.2236, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 232: [3490.6404, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 153: [707.2944, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:    68213
Number of nonzeros in inequality constraint Jacobian.:    19356
Number of nonzeros in Lagrangian Hessian.............:    30896

Total number of variables............................:    19087
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    17199
                     variables with only upper bounds:        0
Total number of equality constraints.................:    18517
Total number of inequality constraints...............:     9678
        inequality constraints with only lower bounds:     2308
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     7370

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  6.7635069e+05 8.65e+02 1.00e+02  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  6.7699651e+05 8.64e+02 9.98e+01  -1.0 6.77e+01    -  5.79e-03 1.00e-03h  1
   2  6.7893639e+05 8.61e+02 9.94e+01  -1.0 6.55e+01    -  7.18e-03 2.85e-03h  1
   3  6.8142005e+05 8.57e+02 1.02e+02  -1.0 6.21e+01    -  2.45e-03 5.16e-03h  1
   4  6.8163802e+05 8.57e+02 1.44e+02  -1.0 7.01e+01    -  4.53e-03 5.06e-04h  1
   5  6.8195262e+05 8.56e+02 1.91e+02  -1.0 7.80e+01    -  2.56e-04 7.08e-04h  1
   6  6.8238827e+05 8.55e+02 3.67e+02  -1.0 8.96e+01    -  3.60e-03 9.63e-04h  1
   7  6.8289546e+05 8.54e+02 5.23e+02  -1.0 9.07e+01    -  2.78e-03 9.89e-04h  1
   8  6.8316659e+05 8.54e+02 8.42e+02  -1.0 1.06e+02    -  2.91e-03 4.48e-04h  1
   9  6.8383671e+05 8.53e+02 9.48e+02  -1.0 1.57e+02    -  1.04e-03 7.89e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  6.8399058e+05 8.53e+02 1.57e+03  -1.0 1.91e+02    -  4.55e-04 1.82e-04h  1
  11  6.8410719e+05 8.53e+02 1.27e+03  -1.0 2.22e+02    -  9.79e-06 9.41e-05h  1
  12  6.8414617e+05 8.53e+02 1.72e+03  -1.0 4.97e+02    -  4.38e-05 1.35e-05h  1
  13  6.8487889e+05 8.53e+02 6.63e+03  -1.0 2.54e+02    -  4.34e-06 4.20e-04h  1
  14  6.8510877e+05 8.53e+02 1.33e+03  -1.0 2.98e+02    -  5.28e-04 1.55e-04h  1
  15  6.8544936e+05 8.52e+02 1.47e+03  -1.0 3.96e+02    -  2.14e-04 1.95e-04h  1
  16  6.8570033e+05 8.52e+02 2.33e+03  -1.0 4.65e+02    -  2.15e-04 1.35e-04h  1
  17  6.8601739e+05 8.52e+02 4.44e+03  -1.0 5.47e+02    -  2.23e-04 1.63e-04h  1
  18  6.8642414e+05 8.52e+02 2.83e+03  -1.0 6.22e+02    -  5.50e-06 1.66e-04h  1
  19  6.8646190e+05 8.52e+02 4.33e+03  -1.0 7.33e+02    -  1.13e-04 1.14e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  6.8716759e+05 8.52e+02 2.37e+03  -1.0 8.11e+02    -  5.76e-05 1.45e-04h  1
  21  6.8855563e+05 8.52e+02 8.58e+03  -1.0 1.04e+03    -  1.15e-04 1.93e-04h  1
  22  6.8865193e+05 8.52e+02 3.04e+03  -1.0 1.25e+03    -  1.04e-04 1.05e-05h  1
  23  6.8969757e+05 8.52e+02 9.06e+03  -1.0 1.11e+03    -  2.32e-06 1.16e-04h  1
  24  6.9045877e+05 8.51e+02 4.59e+03  -1.0 9.90e+02    -  1.45e-04 9.13e-05h  1
  25  6.9069273e+05 8.51e+02 9.61e+03  -1.0 1.07e+03    -  1.71e-04 2.98e-05h  1
  26  6.9142918e+05 8.51e+02 1.47e+04  -1.0 1.26e+03    -  1.16e-04 7.85e-05h  1
  27  6.9213347e+05 8.51e+02 4.59e+04  -1.0 1.78e+03    -  2.48e-04 6.72e-05h  1
  28  6.9300717e+05 8.51e+02 6.76e+04  -1.0 2.22e+03    -  1.88e-04 8.18e-05h  1
  29  6.9416802e+05 8.51e+02 4.54e+04  -1.0 2.83e+03    -  2.29e-05 1.14e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30r 6.9416802e+05 8.51e+02 9.99e+02   1.3 0.00e+00   2.0 0.00e+00 2.67e-07R  5
  31r 6.9517101e+05 7.96e+02 1.04e+03   1.3 1.66e+04    -  7.52e-05 3.11e-04f  1
  32  6.9521566e+05 7.96e+02 9.99e+01  -1.0 5.76e+01    -  1.54e-03 5.99e-05h  1
  33r 6.9521566e+05 7.96e+02 9.99e+02   1.1 0.00e+00    -  0.00e+00 2.54e-07R  4
  34r 6.9607070e+05 7.71e+02 9.99e+02   1.1 1.17e+04    -  3.50e-05 1.21e-04f  1
  35  6.9620558e+05 7.71e+02 9.96e+01  -1.0 4.53e+01    -  1.21e-02 1.97e-04h  1
  36  6.9628956e+05 7.71e+02 9.96e+01  -1.0 7.41e+01    -  1.43e-04 1.26e-04h  1
  37  6.9629622e+05 7.71e+02 7.75e+03  -1.0 5.17e+02    -  6.02e-04 1.29e-05h  1
  38  6.9649728e+05 7.71e+02 5.42e+03  -1.0 8.58e+02    -  7.15e-05 1.60e-04h  1
  39  6.9665566e+05 7.71e+02 1.04e+04  -1.0 1.14e+03    -  2.33e-04 1.03e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  6.9699010e+05 7.71e+02 1.58e+04  -1.0 1.07e+03    -  2.41e-04 1.35e-04h  1
  41  6.9713507e+05 7.71e+02 2.91e+04  -1.0 1.35e+03    -  2.21e-04 4.10e-05h  1
  42  6.9787155e+05 7.71e+02 2.73e+04  -1.0 1.58e+03    -  1.63e-04 1.86e-04h  2
  43  6.9890748e+05 7.70e+02 1.64e+04  -1.0 2.09e+03    -  1.00e-04 2.45e-04h  2
  44  7.0006840e+05 7.70e+02 3.77e+04  -1.0 2.76e+03    -  5.62e-04 2.68e-04h  1
  45  7.0016202e+05 7.70e+02 6.85e+04  -1.0 3.50e+03    -  3.28e-04 1.84e-05h  1
  46  7.0091384e+05 7.70e+02 7.52e+04  -1.0 3.67e+03    -  1.87e-04 1.25e-04h  3
  47  7.0164231e+05 7.70e+02 7.78e+04  -1.0 4.15e+03    -  1.48e-04 1.23e-04h  3
  48  7.0272816e+05 7.70e+02 1.19e+05  -1.0 4.48e+03    -  5.99e-04 1.87e-04h  2
  49  7.0365328e+05 7.70e+02 1.20e+05  -1.0 5.23e+03    -  1.62e-04 1.54e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50r 7.0365328e+05 7.70e+02 9.99e+02   1.1 0.00e+00    -  0.00e+00 3.00e-07R  5
  51r 7.0571495e+05 6.82e+02 1.02e+03   1.1 1.04e+04    -  2.25e-04 4.08e-04f  1
  52  7.0575474e+05 6.82e+02 2.02e+02  -1.0 1.57e+02    -  5.02e-03 5.10e-05h  1
  53r 7.0575474e+05 6.82e+02 9.99e+02   0.9 0.00e+00    -  0.00e+00 2.93e-07R  5
  54r 7.0621828e+05 6.49e+02 9.99e+02   0.9 5.54e+03    -  9.14e-05 1.41e-04f  1
  55r 7.0715986e+05 5.81e+02 9.99e+02   0.9 4.59e+03    -  7.74e-05 3.14e-04f  1
  56  7.0727853e+05 5.81e+02 1.16e+02  -1.0 1.17e+02    -  1.03e-02 1.56e-04h  1
  57  7.0732172e+05 5.81e+02 8.21e+02  -1.0 1.68e+02    -  3.88e-04 5.21e-05h  1
  58  7.0751450e+05 5.81e+02 4.88e+02  -1.0 2.90e+02    -  1.04e-06 1.50e-04h  1
  59  7.0772691e+05 5.80e+02 4.30e+02  -1.0 1.89e+02    -  5.98e-04 1.98e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  7.0900958e+05 5.80e+02 1.62e+03  -1.0 2.13e+02    -  2.49e-04 1.24e-03h  1
  61  7.1092312e+05 5.79e+02 1.82e+03  -1.0 2.17e+02    -  1.82e-03 1.92e-03h  1
  62  7.1098557e+05 5.79e+02 1.68e+03  -1.0 3.18e+02    -  7.62e-04 6.46e-05h  1
  63  7.1101710e+05 5.79e+02 1.68e+03  -1.0 1.52e+03    -  1.22e-04 1.22e-05h  1
  64  7.1213804e+05 5.78e+02 1.78e+03  -1.0 1.63e+03    -  3.85e-04 4.25e-04h  1
  65  7.1311343e+05 5.78e+02 3.15e+03  -1.0 1.90e+03    -  4.91e-04 4.07e-04h  1
  66  7.1417714e+05 5.78e+02 1.03e+04  -1.0 2.24e+03    -  9.37e-05 4.24e-04h  1
  67  7.1432407e+05 5.78e+02 8.31e+03  -1.0 2.88e+03    -  8.17e-05 4.67e-05h  1
  68  7.1489342e+05 5.78e+02 2.58e+04  -1.0 3.13e+03    -  7.35e-04 1.67e-04h  1
  69  7.1558168e+05 5.78e+02 2.90e+04  -1.0 4.50e+03    -  1.56e-04 1.18e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  7.1661174e+05 5.78e+02 5.57e+04  -1.0 4.86e+03    -  4.41e-04 1.55e-04h  1
  71  7.1725974e+05 5.77e+02 5.99e+04  -1.0 5.31e+03    -  1.20e-04 8.06e-05h  1
  72  7.1861755e+05 5.77e+02 4.14e+04  -1.0 5.28e+03    -  6.73e-06 1.66e-04h  1
  73  7.1888314e+05 5.77e+02 6.93e+04  -1.0 5.12e+03    -  2.46e-04 3.44e-05h  1
  74  7.1959954e+05 5.77e+02 7.90e+04  -1.0 5.36e+03    -  1.59e-04 9.07e-05h  2
  75  7.2021789e+05 5.77e+02 9.81e+04  -1.0 5.64e+03    -  2.02e-04 7.60e-05h  2
  76  7.2094041e+05 5.77e+02 8.52e+04  -1.0 6.21e+03    -  3.24e-06 8.31e-05h  1
  77  7.2115275e+05 5.77e+02 1.49e+05  -1.0 6.90e+03    -  4.15e-04 2.30e-05h  1
  78  7.2208357e+05 5.77e+02 1.42e+05  -1.0 7.21e+03    -  5.34e-05 9.53e-05h  2
  79  7.2316721e+05 5.77e+02 2.44e+05  -1.0 7.09e+03    -  6.47e-04 1.08e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  7.2413271e+05 5.77e+02 2.63e+05  -1.0 5.62e+03    -  1.51e-04 7.64e-05h  2
  81  7.2509837e+05 5.77e+02 3.28e+05  -1.0 6.06e+03    -  3.23e-04 7.49e-05h  3
  82  7.2573217e+05 5.77e+02 3.62e+05  -1.0 6.58e+03    -  1.71e-04 4.81e-05h  4
  83  7.2629803e+05 5.77e+02 3.51e+05  -1.0 6.85e+03    -  2.17e-06 4.26e-05h  4
  84  7.2723033e+05 5.77e+02 4.98e+05  -1.0 7.79e+03    -  5.87e-04 7.00e-05h  3
  85  7.2782939e+05 5.77e+02 5.08e+05  -1.0 8.33e+03    -  7.54e-05 4.37e-05h  4
  86  7.2846384e+05 5.77e+02 6.50e+05  -1.0 8.52e+03    -  4.78e-04 4.60e-05h  4
  87  7.2919047e+05 5.77e+02 7.15e+05  -1.0 9.06e+03    -  2.31e-04 5.17e-05h  4
  88  7.2985517e+05 5.77e+02 7.38e+05  -1.0 9.34e+03    -  1.07e-04 4.68e-05h  4
  89  7.3039891e+05 5.77e+02 7.23e+05  -1.0 9.67e+03    -  1.68e-06 3.94e-05h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  7.3380312e+05 5.77e+02 7.20e+05  -1.0 9.94e+03    -  2.54e-04 2.63e-04w  1
  91  7.3374995e+05 5.77e+02 7.22e+05  -1.0 8.49e+03    -  2.91e-05 1.12e-05w  1
  92  7.3374933e+05 5.77e+02 7.24e+05  -1.0 9.38e+03    -  4.83e-05 1.63e-07w  1
  93  7.3082443e+05 5.77e+02 8.08e+05  -1.0 1.20e+04    -  2.54e-04 3.28e-05h  3
  94  7.3119547e+05 5.77e+02 8.12e+05  -1.0 1.02e+04    -  3.82e-05 2.97e-05h  4
  95  7.3166998e+05 5.77e+02 8.88e+05  -1.0 1.01e+04    -  2.30e-04 3.99e-05h  3
  96  7.3202008e+05 5.77e+02 9.06e+05  -1.0 1.00e+04    -  8.02e-05 3.34e-05h  2
  97r 7.3202008e+05 5.77e+02 9.99e+02   0.8 0.00e+00    -  0.00e+00 3.39e-07R  7
  98r 7.3017452e+05 5.40e+02 1.01e+03   0.8 3.23e+03    -  9.05e-05 1.78e-04f  1
  99r 7.2876069e+05 5.10e+02 1.00e+03   0.8 2.80e+03    -  4.81e-04 1.62e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100r 7.2744541e+05 4.77e+02 1.01e+03   0.8 2.14e+03    -  7.73e-04 2.16e-04f  1
 101r 7.2451191e+05 3.98e+02 1.01e+03   0.8 1.60e+03    -  3.09e-04 6.91e-04f  1
 102r 7.2224484e+05 3.37e+02 1.01e+03   0.8 1.26e+03    -  4.14e-04 6.76e-04f  1
 103  7.2258796e+05 3.37e+02 1.00e+02  -1.0 3.52e+02    -  3.67e-04 3.92e-04f  1
 104  7.2368747e+05 3.37e+02 9.98e+01  -1.0 3.53e+02    -  1.55e-03 1.24e-03h  1
 105  7.2424793e+05 3.36e+02 9.98e+01  -1.0 3.35e+02    -  2.65e-03 6.42e-04h  1
 106  7.2577549e+05 3.36e+02 1.11e+02  -1.0 3.06e+02    -  4.10e-03 1.81e-03h  1
 107  7.2620954e+05 3.36e+02 1.24e+02  -1.0 2.22e+02    -  2.07e-04 6.57e-04f  1
 108  7.2658810e+05 3.35e+02 1.25e+02  -1.0 1.97e+02    -  6.47e-04 6.62e-04f  1
 109  7.2680984e+05 3.35e+02 1.10e+02  -1.0 1.78e+02    -  1.14e-03 4.57e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  7.2835375e+05 3.34e+02 1.61e+02  -1.0 1.76e+02    -  1.31e-03 3.28e-03h  1
 111  7.2849068e+05 3.34e+02 1.67e+02  -1.0 2.05e+02    -  3.25e-03 3.30e-04h  1
 112  7.2854663e+05 3.34e+02 1.66e+02  -1.0 4.59e+02    -  5.52e-05 6.11e-05h  1
 113  7.2931391e+05 3.33e+02 1.53e+02  -1.0 3.08e+02    -  1.36e-03 1.68e-03h  1
 114  7.2932660e+05 3.33e+02 3.05e+03  -1.0 3.28e+02    -  2.31e-03 2.38e-05h  1
 115  7.2938356e+05 3.33e+02 3.14e+03  -1.0 4.25e+02    -  9.48e-05 7.57e-05h  1
 116  7.2940633e+05 3.33e+02 4.28e+03  -1.0 3.73e+02    -  1.63e-04 2.53e-05h  1
 117  7.2976724e+05 3.33e+02 1.14e+04  -1.0 3.81e+02    -  1.22e-03 4.03e-04h  1
 118  7.3009665e+05 3.33e+02 1.21e+04  -1.0 4.40e+02    -  4.98e-04 4.37e-04h  1
 119  7.3016700e+05 3.33e+02 1.74e+04  -1.0 4.91e+02    -  3.75e-04 6.36e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  7.3041618e+05 3.33e+02 1.61e+04  -1.0 8.12e+02    -  4.14e-05 7.26e-05h  1
 121  7.3070255e+05 3.33e+02 1.39e+04  -1.0 7.66e+02    -  2.33e-05 8.33e-05h  1
 122  7.3121526e+05 3.33e+02 9.76e+03  -1.0 5.06e+02    -  7.23e-05 2.66e-04h  1
 123  7.3129798e+05 3.33e+02 2.39e+04  -1.0 1.00e+03    -  3.14e-04 2.00e-05h  1
 124  7.3197470e+05 3.33e+02 2.15e+04  -1.0 1.10e+03    -  1.03e-04 1.48e-04h  1
 125  7.3319155e+05 3.33e+02 7.06e+03  -1.0 1.08e+03    -  1.94e-06 2.86e-04h  1
 126  7.3332024e+05 3.33e+02 2.75e+04  -1.0 1.14e+03    -  4.33e-04 3.29e-05h  1
 127  7.3416795e+05 3.33e+02 2.97e+04  -1.0 1.26e+03    -  2.53e-04 2.15e-04h  1
 128  7.3445537e+05 3.33e+02 2.62e+04  -1.0 1.52e+03    -  2.52e-05 7.18e-05h  1
 129  7.3452942e+05 3.33e+02 6.65e+04  -1.0 1.36e+03    -  5.30e-04 1.86e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  7.3542311e+05 3.33e+02 4.59e+04  -1.0 1.39e+03    -  4.53e-05 2.62e-04h  1
 131  7.3563113e+05 3.33e+02 8.82e+04  -1.0 1.49e+03    -  5.25e-04 7.46e-05h  1
 132  7.3607086e+05 3.33e+02 7.03e+04  -1.0 1.96e+03    -  2.56e-05 1.84e-04h  1
 133  7.3621727e+05 3.32e+02 2.09e+05  -1.0 2.07e+03    -  1.25e-03 8.01e-05h  1
 134  7.3632007e+05 3.32e+02 2.38e+05  -1.0 2.98e+03    -  1.99e-04 4.79e-05h  1
 135  7.3659265e+05 3.32e+02 4.99e+05  -1.0 3.23e+03    -  1.34e-03 1.07e-04h  2
 136  7.3683340e+05 3.32e+02 5.26e+05  -1.0 5.48e+03    -  1.53e-04 7.69e-05h  3
 137  7.3704373e+05 3.32e+02 9.47e+05  -1.0 6.41e+03    -  1.07e-03 5.98e-05h  3
 138  7.3717196e+05 3.32e+02 1.06e+06  -1.0 9.78e+03    -  1.96e-04 2.76e-05h  4
 139  7.3732327e+05 3.32e+02 1.42e+06  -1.0 1.06e+04    -  5.01e-04 3.18e-05h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  7.3745679e+05 3.32e+02 1.71e+06  -1.0 1.19e+04    -  3.48e-04 2.71e-05h  5
 141  7.3935698e+05 3.32e+02 1.71e+06  -1.0 1.26e+04    -  3.74e-04 3.74e-04s 11
 142  7.4017209e+05 3.32e+02 1.71e+06  -1.0 1.45e+04    -  1.50e-04 1.50e-04s 11
 143  7.4101840e+05 3.32e+02 1.71e+06  -1.0 1.47e+04    -  1.46e-04 1.46e-04s 11
 144r 7.4101840e+05 3.32e+02 9.99e+02   0.8 0.00e+00    -  0.00e+00 0.00e+00R  1
 145r 7.3914653e+05 2.55e+02 1.00e+03   0.8 1.39e+03    -  9.63e-04 9.89e-04f  1
 146r 7.3668748e+05 1.66e+02 1.01e+03   0.8 1.74e+03    -  2.30e-03 1.82e-03f  1
 147r 7.3473664e+05 9.94e+01 1.05e+03   0.8 2.16e+03    -  1.27e-03 3.08e-03f  1
 148  7.3509798e+05 9.93e+01 1.00e+02  -1.0 3.55e+02    -  3.26e-04 4.35e-04h  1
 149  7.3563023e+05 9.92e+01 9.99e+01  -1.0 3.60e+02    -  5.87e-04 6.17e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  7.3656314e+05 9.91e+01 9.98e+01  -1.0 3.43e+02    -  1.79e-03 1.12e-03h  1
 151  7.4159029e+05 9.85e+01 9.92e+01  -1.0 3.19e+02    -  5.00e-03 6.10e-03h  1
 152  7.4233436e+05 9.84e+01 9.91e+01  -1.0 1.73e+02    -  1.07e-03 1.18e-03h  1
 153  7.4286706e+05 9.83e+01 9.90e+01  -1.0 9.32e+01    -  8.12e-04 1.61e-03h  1
 154  7.4335055e+05 9.81e+01 9.88e+01  -1.0 7.76e+01    -  1.92e-03 1.86e-03h  1
 155  7.4456723e+05 9.75e+01 1.78e+02  -1.0 5.60e+01    -  4.05e-03 5.52e-03h  1
 156  7.4511771e+05 9.73e+01 1.61e+02  -1.0 6.39e+01    -  2.41e-03 2.25e-03h  1
 157  7.4745835e+05 9.64e+01 5.65e+02  -1.0 7.39e+01    -  5.60e-03 9.41e-03h  1
 158  7.4832160e+05 9.61e+01 7.29e+02  -1.0 5.89e+01    -  1.19e-02 3.16e-03h  1
 159  7.5146381e+05 9.49e+01 1.27e+03  -1.0 5.89e+01    -  5.86e-03 1.23e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  7.5477236e+05 9.38e+01 2.12e+03  -1.0 8.09e+01    -  1.70e-02 1.16e-02h  1
 161  7.5665591e+05 9.33e+01 3.67e+03  -1.0 1.46e+02    -  1.71e-02 5.51e-03h  1
 162  7.6212863e+05 9.19e+01 7.20e+03  -1.0 2.33e+02    -  2.74e-02 1.49e-02h  1
 163  7.6468953e+05 9.14e+01 1.04e+04  -1.0 2.56e+02    -  1.41e-02 5.80e-03h  2
 164  7.7075983e+05 9.03e+01 1.19e+04  -1.0 3.51e+02    -  3.33e-03 1.14e-02h  1
 165  7.7134904e+05 9.02e+01 1.64e+04  -1.0 4.49e+02    -  1.75e-02 1.11e-03h  1
 166  7.7309923e+05 8.99e+01 1.97e+04  -1.0 5.02e+02    -  7.44e-03 3.21e-03h  1
 167  7.7350008e+05 8.99e+01 3.12e+04  -1.0 4.67e+02    -  1.14e-02 5.72e-04h  1
 168  7.7600791e+05 8.96e+01 3.48e+04  -1.0 5.38e+02    -  6.22e-03 3.18e-03h  2
 169  7.7890553e+05 8.94e+01 3.18e+04  -1.0 5.65e+02    -  2.85e-04 2.75e-03h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  7.8186269e+05 8.91e+01 5.74e+04  -1.0 5.79e+02    -  2.58e-02 2.60e-03h  2
 171  7.8454561e+05 8.89e+01 6.10e+04  -1.0 6.18e+02    -  5.38e-03 2.20e-03h  3
 172  7.8913273e+05 8.86e+01 1.03e+05  -1.0 6.31e+02    -  3.95e-02 3.75e-03h  2
 173  7.9252033e+05 8.83e+01 1.18e+05  -1.0 6.56e+02    -  1.47e-02 2.78e-03h  2
 174  7.9587513e+05 8.81e+01 1.19e+05  -1.0 6.46e+02    -  3.69e-03 2.90e-03h  2
 175  7.9615632e+05 8.81e+01 4.43e+04  -1.0 2.23e+02   1.5 6.30e-05 2.61e-04h  1
 176  7.9694702e+05 8.80e+01 7.49e+04  -1.0 2.91e+02   1.0 2.22e-04 6.71e-04h  1
 177  7.9799417e+05 8.79e+01 3.09e+04  -1.0 3.48e+02   0.6 1.57e-03 7.99e-04h  1
 178  7.9924613e+05 8.79e+01 4.55e+05  -1.0 3.67e+02   1.0 2.83e-03 8.83e-04h  1
 179  8.0102969e+05 8.78e+01 3.74e+05  -1.0 6.66e+02   0.5 1.56e-04 9.67e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  8.0161685e+05 8.77e+01 6.26e+05  -1.0 3.81e+02   0.9 1.43e-03 3.48e-04h  1
 181  8.0220167e+05 8.77e+01 1.24e+06  -1.0 4.13e+02   1.4 1.37e-03 3.58e-04h  1
 182  8.0423282e+05 8.76e+01 1.46e+06  -1.0 5.19e+02   0.9 2.30e-03 1.11e-03h  1
 183  8.0431073e+05 8.76e+01 2.06e+06  -1.0 2.84e+02   0.4 5.41e-03 5.28e-05h  1
 184  8.0793919e+05 8.74e+01 3.48e+06  -1.0 3.35e+02   0.8 7.16e-03 2.53e-03h  1
 185  8.0906865e+05 8.73e+01 4.89e+06  -1.0 3.42e+02   1.3 2.36e-03 8.84e-04h  1
 186  8.1071311e+05 8.72e+01 7.87e+06  -1.0 4.48e+02   0.8 7.90e-03 1.52e-03h  1
 187  8.1195738e+05 8.71e+01 1.05e+07  -1.0 4.71e+02   1.2 3.09e-03 1.07e-03h  1
 188  8.1210308e+05 8.71e+01 1.16e+07  -1.0 5.53e+02   0.7 1.94e-03 1.11e-04h  1
 189  8.1250891e+05 8.70e+01 1.45e+07  -1.0 5.29e+02   1.2 2.39e-03 3.01e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  8.1372534e+05 8.70e+01 1.44e+07  -1.0 5.51e+02   0.7 7.17e-04 8.12e-04h  1
 191  8.1383022e+05 8.70e+01 1.45e+07  -1.0 2.23e+03   1.1 2.36e-04 5.08e-05h  1
 192  8.1527074e+05 8.69e+01 1.09e+07  -1.0 7.92e+02   1.5 9.51e-05 9.54e-04h  1
 193  8.1537932e+05 8.69e+01 1.32e+07  -1.0 7.25e+02   1.1 1.45e-03 6.93e-05h  1
 194  8.1684659e+05 8.68e+01 1.79e+07  -1.0 6.79e+02   1.5 2.19e-03 9.76e-04h  1
 195  8.1846092e+05 8.67e+01 2.08e+07  -1.0 7.37e+02   1.0 2.64e-03 9.13e-04h  1
 196  8.1983284e+05 8.67e+01 2.04e+07  -1.0 7.12e+02   1.4 7.12e-04 8.09e-04h  1
 197  8.1986799e+05 8.66e+01 2.15e+07  -1.0 8.17e+02   1.0 6.56e-04 1.81e-05h  1
 198  8.2019505e+05 8.66e+01 2.92e+07  -1.0 7.99e+02   1.4 2.05e-03 1.78e-04h  1
 199  8.2237133e+05 8.65e+01 3.11e+07  -1.0 8.74e+02   0.9 2.16e-03 1.02e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  8.2270006e+05 8.65e+01 4.50e+07  -1.0 8.56e+02   1.3 3.53e-03 1.66e-04h  1
 201  8.2416813e+05 8.65e+01 4.93e+07  -1.0 9.26e+02   0.9 3.26e-03 6.81e-04h  1
 202  8.2515388e+05 8.64e+01 5.41e+07  -1.0 9.16e+02   1.3 1.70e-03 4.87e-04h  1
 203  8.2790491e+05 8.63e+01 5.39e+07  -1.0 9.63e+02   0.8 1.29e-03 1.37e-03h  1
 204  8.2886989e+05 8.63e+01 5.18e+07  -1.0 9.63e+02   1.2 6.76e-06 5.44e-04h  1
 205  8.2927036e+05 8.62e+01 5.41e+07  -1.0 9.27e+02   1.7 4.77e-04 2.32e-04h  1
 206  8.2936637e+05 8.62e+01 1.30e+08  -1.0 8.80e+02   2.1 3.33e-03 6.01e-05h  1
 207  8.3031418e+05 8.62e+01 1.29e+08  -1.0 9.95e+02   1.6 5.04e-04 5.67e-04h  1
